"bird_ID","date","bird_played","key_pecked"
"4","1/4/2018","y7wh27",25
"4","1/5/2018","y7wh27",112
"4","1/6/2018","y7wh27",304
"4","1/7/2018","y7wh27",143
"4","1/8/2018","bkor_FD",242
"4","1/8/2018","bkor_UD",86
"4","1/8/2018","y7wh27",1
"4","1/9/2018","bkor_FD",1
"4","1/9/2018","bkor_UD",80
"4","1/9/2018","yelred_FD",191
"4","1/9/2018","yelred_UD",123
"4","2/10/2018","bl11pu3_FD",601
"4","2/10/2018","bl14y6_FD",449
"4","2/10/2018","yelgrn_FD",18
"4","2/10/2018","yelgrn_UD",71
"4","2/3/2018","yelgrn_FD",146
"4","2/3/2018","yelgrn_UD",46
"4","2/4/2018","yelgrn_FD",105
"4","2/4/2018","yelgrn_UD",349
"4","2/6/2018","bl11pu3_FD",712
"4","2/6/2018","bl14y6_FD",475
"4","2/8/2018","bl14y6_FD",134
"4","2/8/2018","bl14y6_UD",268
"4","2/9/2018","yelgrn_FD",141
"4","2/9/2018","yelgrn_UD",97
"4","3/10/2017","b85w66",342
"4","3/10/2017","pu54bl21",188
"4","3/10/2017","y7wh27",56
"4","3/11/2017","pu35pu36_UD",96
"4","3/13/2017","bl17y31_UD",224
"4","3/13/2017","bl1p1_UD",206
"4","3/14/2017","bl17bl57_FD",944
"4","3/14/2017","bl32gy22_UD",482
"4","3/15/2017","p3y3",160
"4","3/15/2017","pu46w46",316
"4","3/16/2017","p3y3",20
"4","3/16/2017","pu46w46",30
"4","3/17/2017","p3y3",22
"4","3/22/2017","b85w66",96
"4","3/22/2017","pu54bl21",28
"4","3/23/2017","pu35pu36_UD",428
"4","3/23/2017","y40b7_UD",206
"4","3/24/2017","bl17y31_UD",182
"4","3/24/2017","bl1p1_UD",164
"4","3/7/2017","example1",26
"4","3/9/2017","y7wh27",106
"4","4/1/2017","bl1p1_UD",140
"4","4/10/2017","bl17y31_UD",128
"4","4/10/2017","bl1p1_UD",156
"4","4/12/2017","pu35pu36_UD",162
"4","4/12/2017","y40b7_UD",234
"4","4/7/2017","bl17bl57_FD",62
"4","4/7/2017","bl32gy22_UD",30
"4","4/8/2017","b85w66",62
"4","4/8/2017","pu54bl21",236
"4","5/1/2017","y7wh27",24
"4","5/10/2017","pu35pu36_UD",356
"4","5/10/2017","y40b7_UD",82
"4","5/11/2017","p3y3",1550
"4","5/11/2017","pu46w46",416
"4","5/12/2017","b85w66",1430
"4","5/12/2017","pu54bl21",456
"4","5/13/2017","b85w66",24
"4","5/13/2017","pu54bl21",854
"4","5/14/2017","bl17y31_UD",604
"4","5/14/2017","bl1p1_UD",2432
"4","5/16/2017","bl17y31_UD",212
"4","5/16/2017","bl1p1_UD",648
"4","5/17/2017","bl17bl57_FD",328
"4","5/17/2017","bl32gy22_UD",1226
"4","5/18/2017","b85w66",68
"4","5/18/2017","pu54bl21",62
"4","5/19/2017","b85w66",34
"4","5/19/2017","bl17y31_UD",414
"4","5/19/2017","bl1p1_UD",940
"4","5/19/2017","pu54bl21",80
"4","5/2/2017","y7wh27",58
"4","5/20/2017","p3y3",474
"4","5/20/2017","pu46w46",684
"4","5/21/2017","p3y3",470
"4","5/21/2017","pu46w46",240
"4","5/23/2017","pu35pu36_UD",652
"4","5/23/2017","y40b7_UD",548
"4","5/24/2017","bl17bl57_FD",143
"4","5/24/2017","bl32gy22_UD",437
"4","5/24/2017","pu35pu36_UD",145
"4","5/24/2017","y40b7_UD",1
"4","5/25/2017","pu35pu36_UD",342
"4","5/25/2017","y40b7_UD",273
"4","5/26/2017","pu35pu36_UD",67
"4","5/26/2017","y40b7_UD",234
"4","5/27/2017","y40b7_UD",284
"4","5/28/2017","y40b7_UD",272
"4","5/3/2017","y7wh27",96
"4","5/4/2017","bl17y31_UD",258
"4","5/4/2017","bl1p1_UD",184
"4","5/4/2017","y7wh27",30
"4","5/5/2017","p3y3",370
"4","5/5/2017","pu46w46",358
"4","5/8/2017","bl17bl57_FD",960
"4","5/8/2017","bl32gy22_UD",740
"4","6/1/2017","y7wh27",103
"4","6/12/2017","y7wh27",4
"4","6/14/2017","y7wh27",6
"4","6/2/2017","bl17bl57_FD",564
"4","6/2/2017","bl32gy22_UD",392
"4","6/2/2017","y7wh27",170
"4","6/20/2017","y7wh27",33
"4","6/21/2017","y7wh27",3
"4","6/3/2017","bl17bl57_FD",321
"4","6/3/2017","bl32gy22_UD",1726
"4","6/6/2017","y7wh27",6
"4","6/8/2017","y7wh27",5
"4","6/9/2017","y7wh27",4
"4","7/10/2017","bl4b13_UD",3
"4","7/12/2017","bl4b13_UD",3
"4","7/19/2017","pu35pu36_UD",3
"4","7/19/2017","y40b7_UD",2
"4","7/20/2017","pu35pu36_UD",3
"4","7/20/2017","y40b7_UD",2
"4","7/20/2017","yelred_FD",1
"4","7/23/2017","yelred_FD",8
"4","7/23/2017","yelred_UD",11
"4","7/24/2017","yelred_FD",5
"4","7/24/2017","yelred_UD",6
"4","7/25/2017","yelred_FD",1
"4","7/26/2017","yelred_FD",1
"4","7/26/2017","yelred_UD",2
"4","7/8/2017","bl4b13_UD",1
"4","8/28/2017","y7wh27",264
"4","8/29/2017","y7wh27",382
"4","8/30/2017","pu35pu36_UD",42
"4","8/30/2017","y40b7_UD",94
"4","8/31/2017","bl17bl57_FD",75
"4","8/31/2017","bl32gy22_UD",14
"4","8/31/2017","pu35pu36_UD",67
"4","8/31/2017","y40b7_UD",15
"4","9/1/2017","bl17bl57_FD",18
"4","9/1/2017","bl32gy22_UD",3
"4","9/2/2017","y7wh27",124
"5","1/10/2018","bkor_FD",32
"5","1/10/2018","bkor_UD",4
"5","1/10/2018","yelred_FD",112
"5","1/10/2018","yelred_UD",30
"5","1/11/2018","bl14y6_FD",5
"5","1/11/2018","bl14y6_UD",6
"5","1/11/2018","pu55bl08_FD",99
"5","1/11/2018","yelred_FD",25
"5","1/11/2018","yelred_UD",2
"5","1/12/2018","bl14y6_FD",27
"5","1/12/2018","bl14y6_UD",13
"5","1/12/2018","pu35pu36_UD",89
"5","1/12/2018","pu55bl08_FD",3
"5","1/12/2018","y40b7_UD",215
"5","1/13/2018","y40b7_UD",36
"5","1/16/2018","bl17bl57_UD",123
"5","1/16/2018","bl17y31_UD",75
"5","1/16/2018","bl1p1_UD",72
"5","1/16/2018","bl32gy22_UD",84
"5","1/18/2018","bl11pu3_FD",60
"5","1/18/2018","bl11pu3_UD",18
"5","1/18/2018","bl14y6_FD",2
"5","1/18/2018","bl14y6_UD",3
"5","1/19/2018","bl11pu3_FD",21
"5","1/19/2018","bl14y6_FD",25
"5","1/19/2018","bl14y6_UD",19
"5","1/22/2018","bl11pu3_FD",12
"5","1/22/2018","bl11pu3_UD",26
"5","1/24/2018","bl11pu3_FD",22
"5","1/24/2018","bl4b13_FD",97
"5","1/25/2018","bl11pu3_FD",28
"5","1/25/2018","bl11pu3_UD",7
"5","1/25/2018","bl4b13_FD",25
"5","1/26/2018","bl11pu3_FD",29
"5","1/26/2018","bl11pu3_UD",13
"5","1/27/2018","bl11pu3_UD",1
"5","1/28/2018","bl11pu3_FD",1
"5","1/29/2018","bl11pu3_FD",8
"5","1/29/2018","bl14y6_FD",3
"5","1/3/2018","y7wh27",6
"5","1/4/2018","y7wh27",6
"5","1/5/2018","y7wh27",152
"5","1/6/2018","y7wh27",303
"5","1/7/2018","y7wh27",42
"5","1/8/2018","bkor_FD",12
"5","1/8/2018","bkor_UD",31
"5","1/9/2018","bkor_FD",44
"5","1/9/2018","bkor_UD",84
"5","12/19/2017","bl17pi39_UD",3
"5","2/10/2018","bl11pu3_FD",31
"5","2/10/2018","bl14y6_FD",19
"5","2/10/2018","yelgrn_UD",32
"5","2/3/2018","yelgrn_FD",23
"5","2/3/2018","yelgrn_UD",6
"5","2/4/2018","yelgrn_FD",15
"5","2/4/2018","yelgrn_UD",9
"5","2/6/2018","bl11pu3_FD",32
"5","2/6/2018","bl14y6_FD",25
"5","2/8/2018","bl11pu3_FD",36
"5","2/8/2018","bl11pu3_UD",24
"5","2/9/2018","yelgrn_FD",5
"5","2/9/2018","yelgrn_UD",2
"5","3/10/2017","b85w66",2
"5","3/10/2017","pu54bl21",6
"5","3/10/2017","y7wh27",96
"5","3/13/2017","b85w66",26
"5","3/13/2017","pu54bl21",142
"5","3/14/2017","pu35pu36_UD",258
"5","3/14/2017","y40b7_UD",148
"5","3/15/2017","bl17y31_UD",184
"5","3/15/2017","bl1p1_UD",122
"5","3/16/2017","bl17bl57_FD",958
"5","3/16/2017","bl32gy22_UD",232
"5","3/17/2017","p3y3",128
"5","3/17/2017","pu46w46",166
"5","3/22/2017","b85w66",754
"5","3/22/2017","pu54bl21",228
"5","3/23/2017","pu35pu36_UD",50
"5","3/23/2017","y40b7_UD",72
"5","3/24/2017","bl17y31_UD",68
"5","3/24/2017","bl1p1_UD",176
"5","3/9/2017","y7wh27",154
"5","4/1/2017","bl17y31_UD",12
"5","4/1/2017","bl1p1_UD",30
"5","4/10/2017","b85w66",290
"5","4/10/2017","pu54bl21",188
"5","4/12/2017","p3y3",84
"5","4/12/2017","pu46w46",106
"5","4/7/2017","bl17y31_UD",30
"5","4/7/2017","bl1p1_UD",52
"5","4/8/2017","bl17bl57_FD",146
"5","4/8/2017","bl32gy22_UD",116
"5","5/11/2017","y7wh27",254
"5","5/12/2017","bl17bl57_FD",68
"5","5/12/2017","bl32gy22_UD",62
"5","5/13/2017","bl17bl57_FD",90
"5","5/13/2017","bl32gy22_UD",108
"5","5/14/2017","bl17bl57_FD",8
"5","5/14/2017","bl32gy22_UD",10
"5","5/17/2017","bl17bl57_FD",8
"5","5/17/2017","bl32gy22_UD",50
"5","5/19/2017","bl17bl57_FD",30
"5","5/20/2017","bl17bl57_FD",2
"5","5/20/2017","bl32gy22_UD",32
"5","5/21/2017","bl17bl57_FD",122
"5","5/22/2017","bl17bl57_FD",6
"5","5/22/2017","bl32gy22_UD",22
"5","5/23/2017","bl17y31_UD",28
"5","5/23/2017","bl1p1_UD",14
"5","5/24/2017","bl17y31_UD",9
"5","5/24/2017","bl1p1_UD",7
"5","5/25/2017","bl1p1_UD",4
"5","5/26/2017","bl17y31_UD",2
"5","5/26/2017","bl1p1_UD",1
"5","5/27/2017","bl17y31_UD",5
"5","5/27/2017","bl1p1_UD",2
"5","5/30/2017","y7wh27",293
"5","5/31/2017","y7wh27",149
"5","6/1/2017","y7wh27",83
"5","6/10/2017","y7wh27",261
"5","6/11/2017","y7wh27",268
"5","6/12/2017","y7wh27",136
"5","6/13/2017","y7wh27",39
"5","6/14/2017","y7wh27",54
"5","6/16/2017","y7wh27",1
"5","6/19/2017","y7wh27",1
"5","6/2/2017","bl17y31_UD",10
"5","6/2/2017","bl1p1_UD",22
"5","6/2/2017","y7wh27",33
"5","6/3/2017","bl17y31_UD",27
"5","6/3/2017","bl1p1_UD",19
"5","6/6/2017","y7wh27",5
"5","6/7/2017","y7wh27",9
"5","6/8/2017","y7wh27",10
"5","6/9/2017","y7wh27",91
"5","8/28/2017","y7wh27",22
"5","8/29/2017","y7wh27",264
"5","8/30/2017","bl17bl57_FD",76
"5","8/30/2017","bl32gy22_UD",13
"5","8/31/2017","bl17bl57_FD",427
"5","8/31/2017","bl32gy22_UD",31
"5","9/1/2017","pu35pu36_UD",416
"5","9/1/2017","y40b7_UD",143
"5","9/2/2017","pu35pu36_UD",14
"5","9/2/2017","y40b7_UD",138
"5","9/2/2017","y7wh27",1116
"6","1/10/2018","bkor_FD",3
"6","1/10/2018","bkor_UD",3
"6","1/11/2018","bkor_FD",2
"6","1/11/2018","bkor_UD",3
"6","1/12/2018","bkor_FD",78
"6","1/12/2018","bkor_UD",50
"6","1/13/2018","bkor_FD",1
"6","1/13/2018","bkor_UD",3
"6","1/14/2018","bkor_FD",76
"6","1/16/2018","pu35pu36_UD",206
"6","1/16/2018","y40b7_UD",397
"6","1/16/2018","yelred_FD",34
"6","1/16/2018","yelred_UD",49
"6","1/17/2018","pu35pu36_UD",85
"6","1/17/2018","y40b7_UD",96
"6","1/18/2018","bl11pu3_FD",318
"6","1/18/2018","bl11pu3_UD",622
"6","1/19/2018","bl11pu3_FD",204
"6","1/19/2018","bl11pu3_UD",358
"6","1/20/2018","bl11pu3_FD",209
"6","1/20/2018","bl11pu3_UD",143
"6","1/22/2018","bl17y31_UD",240
"6","1/22/2018","bl1p1_UD",105
"6","1/24/2018","bl11pu3_FD",160
"6","1/24/2018","bl4b13_FD",284
"6","1/25/2018","bl17bl57_UD",269
"6","1/25/2018","bl32gy22_UD",77
"6","1/25/2018","bl4b13_FD",105
"6","1/26/2018","bl11pu3_FD",127
"6","1/26/2018","bl11pu3_UD",269
"6","1/26/2018","bl17bl57_UD",53
"6","1/26/2018","bl32gy22_UD",25
"6","1/27/2018","bl11pu3_UD",554
"6","1/28/2018","bl11pu3_FD",260
"6","1/28/2018","bl11pu3_UD",279
"6","1/29/2018","bl11pu3_FD",431
"6","1/29/2018","bl14y6_FD",212
"6","1/4/2018","y7wh27",7
"6","1/5/2018","y7wh27",12
"6","1/6/2018","y7wh27",8
